title,company,location,role,skills,link,duration,stipend,mode,source
Data Engineer - Immediate Start,Maltem Australia,"Sydney, New South Wales, Australia",Data Engineer - Immediate Start,"Python, SQL, Database Migration, Apache Iceberg, Cloud Services, Amazon S3, ETL Tools, Bitbucket, ControlM, Jira, AWS Glue, RedShift, Data Warehousing, Data Lakes, ETL, Visualization, Reporting, Data Architecture, Data Modelling, Data Marts, Metadata Management, Communication Skills, Presentation Skills",https://au.linkedin.com/jobs/view/data-engineer-immediate-start-at-maltem-australia-3780236585,Hybrid,,,LinkedIn
Senior Data Engineer - Sydney,GOSOL,"Sydney, New South Wales, Australia",Senior Data Engineer - Sydney,"Data Engineering, Data Warehousing, Data Pipelines, Data Integration, Data Profiling, Data Analysis, Data Mining, Data Visualization, SQL, Azure, Databricks, Hadoop, Spark, Python, Scala, Hive, Impala, Hue, HDFS, HBase, JSON, XML, Avro, Jenkins, Nexus, Big Data, Cloud Computing, Data Modeling, Data Extraction, Data Transformation, Data Loading, Data Cleansing, Data Governance, Data Security, Data Privacy, Data Quality, Data Architecture, Data Design, Data Engineering Principles, Data Architecture Principles, Data Modeling Principles",https://au.linkedin.com/jobs/view/senior-data-engineer-sydney-at-gosol-3667428203,Hybrid,,,LinkedIn
Microsoft Data Engineer,Robert Half,"Sydney, New South Wales, Australia",Microsoft Data Engineer,,https://au.linkedin.com/jobs/view/microsoft-data-engineer-at-robert-half-3774126061,Hybrid,,,LinkedIn
Data Engineer,CareCone Group,"Sydney, New South Wales, Australia",Data Engineer,,https://au.linkedin.com/jobs/view/data-engineer-at-carecone-group-3784972041,Hybrid,,,LinkedIn
Data Engineer (Databricks & DBT),CareCone Group,"Sydney, New South Wales, Australia",Data Engineer (Databricks & DBT),"Data Engineer, Data Engineering, Databricks, DBT, Data Projects, Banking, Finance, Telecom, Hive, Impala, Cloudera, Unix Shell Scripting, Bigdata",https://au.linkedin.com/jobs/view/data-engineer-databricks-dbt-at-carecone-group-3783449182,Hybrid,,,LinkedIn
Azure Data Engineer,Pinpoint Talent,"Sydney, New South Wales, Australia",Azure Data Engineer,"Azure, Purview, Azure Data Factory (ADF), Synapse, Blob Storage, Data Lake Storage, Delta Lake, Azure Data Migration Service, Azure DevOps, Azure Active Directory, Power BI, Data lakes, Data warehouses, Data marts, Customer data platforms",https://au.linkedin.com/jobs/view/azure-data-engineer-at-pinpoint-talent-3777884124,Hybrid,,,LinkedIn
PySpark Data Engineer,Jenny Barbour IT and Project Recruitment,"Sydney, New South Wales, Australia",PySpark Data Engineer,"PySpark, Azure, AWS, Linux, Windows, SQL, Microsoft SQL, Unit Testing, Integration Testing, Agile Development",https://au.linkedin.com/jobs/view/pyspark-data-engineer-at-jenny-barbour-it-and-project-recruitment-3771479574,Hybrid,,,LinkedIn
Senior Data Engineer - Azure/Databricks,Maltem Australia,"Sydney, New South Wales, Australia",Senior Data Engineer - Azure/Databricks,"Databricks, Spark, Azure services, Azure Data Factory, Azure ecosystem, Striim, Data pipelines, Data engineering, Data governance, Computer Science, Software engineering",https://au.linkedin.com/jobs/view/senior-data-engineer-azure-databricks-at-maltem-australia-3782470851,Hybrid,,,LinkedIn
Data Engineer,Nine,"North Sydney, New South Wales, Australia",Data Engineer,"Data Engineering, SQL, Python, Google Cloud Platform, Apache Airflow, BigQuery, Tableau, Data Studio, Agile Development, Solution Design, CI/CD, Version Control, Github, Bitbucket, Database Structures, Database Theories, Database Principles, Database Practices",https://au.linkedin.com/jobs/view/data-engineer-at-nine-3768158871,Hybrid,,,LinkedIn
Data Engineer ( DBT Databricks),Renaissance InfoSystems,"Sydney, New South Wales, Australia",Data Engineer ( DBT Databricks),,https://au.linkedin.com/jobs/view/data-engineer-dbt-databricks-at-renaissance-infosystems-3782466673,Hybrid,,,LinkedIn
Data Engineer - Redshift,CareCone Group,"Sydney, New South Wales, Australia",Data Engineer - Redshift,"SDS, SDS2, SQL, Postgres, DB2, Redshift, Data Analysis",https://au.linkedin.com/jobs/view/data-engineer-redshift-at-carecone-group-3785223198,Hybrid,,,LinkedIn
Principal / Senior Data Engineer - Data Platform Engineering,Simple Machines,"Sydney, New South Wales, Australia",Principal / Senior Data Engineer - Data Platform Engineering,"Data Engineering, Machine Learning, Artificial Intelligence, Datadriven projects, Data platforms, Software solutions, Problem solving, Data understanding, Client needs, Marketleading solutions, Big data considerations, Security, Governance, Reliability, Scalability, Solutions upgrading, Data modeling, Technology recommendations, Structured data, Semistructured data, Unstructured data, Batch processing, Streaming tools, Spark, Kafka, Flink, DBT, Athena, Cloud platforms, AWS, GCP, Azure, Python, Java, Scala, GoLang, Rust, Data warehousing, BigQuery, Snowflake, Databricks, Data storage formats, Parquet, Delta, ORC, Avro, JSON, Infrastructure as code, Terraform, Pulumi, CDK, Containerised solutions, Docker, Kubernetes, CI/CD tools, GitHub Actions, Azure DevOps, JetBrains TeamCity, Octopus Deploy, ArgoCD, Testing tools, DBT, Great Expectations, Soda",https://au.linkedin.com/jobs/view/principal-senior-data-engineer-data-platform-engineering-at-simple-machines-3776691898,Hybrid,,,LinkedIn
AWS Data Engineer (5 Months) - Sydney,AWS Data Engineer (5 Months) - Sydney,Greater Sydney Area,AWS Data Engineer (5 Months) - Sydney,"AWS Data Engineer, AWS Glue, AWS Athena, AWS S3, AWS RDS, AWS Redshift, AWS DynamoDB, Data Architecture, Solution Design, Development, Interpersonal Skills, Verbal Skills, Written Skills, SQL, Agile Methodology, Kanban, AWS EC2, AWS Lambda, AWS ECS, AWS EKS, AWS CodeCommit, GitHub",https://au.linkedin.com/jobs/view/aws-data-engineer-5-months-sydney-at-aws-data-engineer-5-months-sydney-3768748963,Hybrid,,,LinkedIn
Senior Data Engineer | Ai,DeepAi,"Sydney, New South Wales, Australia",Senior Data Engineer | Ai,"Data Engineering, Scala, Java, Python, Spark, Hadoop, Elasticsearch, Data Fusion, Agile, Scrum, Data Processing Pipelines, Big Data, Cloud Computing, Business Facing Skills, Financial Crime, Data Analytics, AI",https://au.linkedin.com/jobs/view/senior-data-engineer-ai-at-deepai-3772699374,Hybrid,,,LinkedIn
Senior Microsoft Data Engineer  & PowerBI Consultants,BI & DW Australia,"Sydney, New South Wales, Australia",Senior Microsoft Data Engineer  & PowerBI Consultants,"Microsoft Azure, Power BI, Microsoft Data cloud, SSIS, SSAS, SSRS, Databricks, Azure Data services, Azure Data Factory, Data modelling, Documentation, Client liaison",https://au.linkedin.com/jobs/view/senior-microsoft-data-engineer-powerbi-consultants-at-bi-dw-australia-3729014348,Hybrid,,,LinkedIn
Senior Frontend Engineer | Data Visualization | Sydney Hybrid,Displayr,"Sydney, New South Wales, Australia",Senior Frontend Engineer | Data Visualization | Sydney Hybrid,"TypeScript, JavaScript, React, C#, SQL, Python, R, Rust, Node.js, Azure, AWS, Kubernetes, d3",https://au.linkedin.com/jobs/view/senior-frontend-engineer-data-visualization-sydney-hybrid-at-displayr-3775685130,Hybrid,,,LinkedIn
Consultant - Data Engineer,Synpulse8,"Sydney, New South Wales, Australia",Consultant - Data Engineer,"Spark, Hadoop, Scala, Elasticsearch, Java, Python, Batch systems, ETL pipelines, Analytics pipelines, Big data, Data engineering, Data processing, Data cleansing, Data analytics, Emerging technologies, Opensource technologies, Scalability, Problemsolving, Analytical skills, Data science, Clientfacing, Communication skills, Presentation skills",https://au.linkedin.com/jobs/view/consultant-data-engineer-at-synpulse8-3577494403,Hybrid,,,LinkedIn
Data Engineer in NYC,Capital Fund Management (CFM),"New York, United States",Data Engineer in NYC,"Python, C++, SQL, Linux, Data Analysis, Data Integration, Data Pipelines, Quantitative Trading, Bash Scripting",https://www.linkedin.com/jobs/view/data-engineer-in-nyc-at-capital-fund-management-cfm-3760874412,Onsite,,,LinkedIn
Software Engineer - Data Infrastructure (Senior),Clear Street,"New York, United States",Software Engineer - Data Infrastructure (Senior),"Python, Snowflake, Argo, Kafka, Docker, Kubernetes, DevOps, CI/CD, Data modeling, Data science, Statistical analysis, Financial domains",https://www.linkedin.com/jobs/view/software-engineer-data-infrastructure-senior-at-clear-street-3754730791,Onsite,,,LinkedIn
Sr. Data Analyst,257,"New York, United States",Sr. Data Analyst,"Data Analysis, Data Visualization, Story Telling, Client Engagement, Efficiency Seeking, Collaboration, Curiosity, SQL, Python, R, Cloud Platforms, BI / Visualization Tools, Quicksight, Tableau, Communication Skills, Energy Industry, Prop Tech, Building Sciences",https://www.linkedin.com/jobs/view/sr-data-analyst-at-257-3785867852,Onsite,,,LinkedIn
"Senior Data Engineer, Proprietary Research",Point72,"New York, United States","Senior Data Engineer, Proprietary Research",,https://www.linkedin.com/jobs/view/senior-data-engineer-proprietary-research-at-point72-3638317024,Onsite,,,LinkedIn
Data Centre network Engineer,Zealogics Inc,"New York, United States",Data Centre network Engineer,"Ethernet technologies, IP Routing, Multicast routing, VxLAN, Cisco Switching & Routing Platforms, Arista Switching platforms, Network OS, Microsoft applications, UNIX or Linux, CCIE, Scripting / automation, Python, Ansible, DNA Center, Wireshark, Infoblox, HPNA, Splunk, Sevone, Netconf, WAN technologies, SDN, SDWAN, DMVPN, Public cloud, Kubernetes, Storage over IP, VMWare, Security concept, Defense in depth, Zero trust networking, Least privilege principle",https://www.linkedin.com/jobs/view/data-centre-network-engineer-at-zealogics-inc-3787740055,Onsite,,,LinkedIn
"Backend Engineer, Data Privacy Technologies",Stripe,"New York, United States","Backend Engineer, Data Privacy Technologies","Software engineering, Data classification, Machine learning, Tokenization, Redaction, Filtering, Masking, API, Web services, Frameworks, Infrastructure tooling, Full stack, Data platform engineering, Privacy, Security",https://www.linkedin.com/jobs/view/backend-engineer-data-privacy-technologies-at-stripe-3765544673,Onsite,,,LinkedIn
"Backend / API Engineer, IAM Data Plane",Stripe,"New York, United States","Backend / API Engineer, IAM Data Plane","Software Design, Engineering, Distributed Computing Systems, Authentication, Authorization, Scalability, Performance, Java, Systems Engineering, Identity Access Management",https://www.linkedin.com/jobs/view/backend-api-engineer-iam-data-plane-at-stripe-3776520012,Onsite,,,LinkedIn
Sr. Software Engineer - Data Platform,Pinecone,"New York, United States",Sr. Software Engineer - Data Platform,,https://www.linkedin.com/jobs/view/sr-software-engineer-data-platform-at-pinecone-3786653395,Onsite,,,LinkedIn
"Quant Engineer, Sophisticated Data Problems",Thurn Partners,"New York, United States","Quant Engineer, Sophisticated Data Problems","Python, Cloud computing, Software engineering, Data integration, Data validation, Data monitoring, ETL pipelines, Caching, Machine learning, Data science, Tickbytick data, Alternative data, Eventbased data",https://www.linkedin.com/jobs/view/quant-engineer-sophisticated-data-problems-at-thurn-partners-3759043986,Onsite,,,LinkedIn
Staff Software Engineer - Data Engineer,Character.AI,"New York, United States",Staff Software Engineer - Data Engineer,"Python, SQL, Big Query, dbt, Ray, Beam, Spark, Elasticsearch, Spanner, Postgres, GCP, Docker, Kubernetes, PyTorch, JAX, Golang, Terraform, Data warehousing, Data pipelines, A/B testing, Infrastructure management, Cloud computing",https://www.linkedin.com/jobs/view/staff-software-engineer-data-engineer-at-character-ai-3742681633,Onsite,,,LinkedIn
Senior Software Engineer (Data Strategy),Skill Inventions Inc,"New York, United States",Senior Software Engineer (Data Strategy),"Python, FastAPI, Django, SQL, SDLC, CI/CD, Azure DevOps, GitLab, Travis, Jenkins, Spark, JSON, NoSQL, LLMs, Entity resolution, Streaming technologies, ELT/ETL frameworks, Web scraping, Crowdsourcing technologies, Databricks, Microservices, Caching technologies, Data visualization, PowerBI, Tableau, Azure",https://www.linkedin.com/jobs/view/senior-software-engineer-data-strategy-at-skill-inventions-inc-3782892029,Onsite,,,LinkedIn
Lead Data Engineer,Alldus,"New York, United States",Lead Data Engineer,"Data Pipelines, NLP, Data Transformation, Data Analysis, Data Warehousing, Data Quality, GIS Architecture, SQL, Schema Changes, Python, Pandas",https://www.linkedin.com/jobs/view/lead-data-engineer-at-alldus-3772048522,Onsite,,,LinkedIn
Data Engineer - MS,People Tech Group Inc,"New York, United States",Data Engineer - MS,,https://www.linkedin.com/jobs/view/data-engineer-ms-at-people-tech-group-inc-3782511570,Onsite,,,LinkedIn
Data Developer,Michael Page,"New York, United States",Data Developer,"Python, SQL, Snowflake, Cloud computing, Financial data, Software development, Project management, Data analysis, Decisionmaking",https://www.linkedin.com/jobs/view/data-developer-at-michael-page-3744355401,Onsite,,,LinkedIn
Senior Data Engineer,The Trade Desk,"New York, United States",Senior Data Engineer,"Data engineering, ML pipelines, Data processing automation, Data processing pipelines, Model deployments, Experimentation configuration, Data quality, Data warehousing, Data privacy, Data governance, Data modeling, AB test experimentation, SQL, ETL, Spark, Airflow, Docker, Kubernetes, Deep learning models, Tensorflow, Pytorch, C#, Java, Python, Scala, Web services, Product mindset, Diversity, Creativity",https://www.linkedin.com/jobs/view/senior-data-engineer-at-the-trade-desk-3781943039,Onsite,,,LinkedIn
Senior Data Engineer,Advantis Global,"New York, United States",Senior Data Engineer,"Data Engineering, Data Modeling, Data Architecture, Data Infrastructure Optimization, Distributed Data Processing Systems, Python, Java, Relational Databases, Nonrelational Databases, Analytics Databases, Open File Formats, Storage Technologies, Data Science Toolsets, Source Control, Test Driven Development, Agile Analytics Development, Cloud Computing, Container Management, System Monitoring, Web APIs, Search Solutions, Project Management",https://www.linkedin.com/jobs/view/senior-data-engineer-at-advantis-global-3724450676,Onsite,,,LinkedIn
Lead Data Engineer,"Verticalmove, Inc","New York, United States",Lead Data Engineer,"Java, Scala, Python, RDBMS, NoSQL, DynamoDB, RDS/Postgres, Redshift, Snowflake, Big data technologies, Cloud computing, AWS, Microsoft Azure, Google Cloud, MapReduce, Hadoop, Hive, EMR, Kafka, Spark, Gurobi, DataBricks, MySQL, Realtime data, Streaming applications, Mongo, Cassandra, Data warehousing, UNIX/Linux, Agile engineering practices",https://www.linkedin.com/jobs/view/lead-data-engineer-at-verticalmove-inc-3777097261,Onsite,,,LinkedIn
Data Engineer,Alldus,"New York, United States",Data Engineer,"Data Engineering, Data pipelines, Python, GCP, Machine Learning, MLOps",https://www.linkedin.com/jobs/view/data-engineer-at-alldus-3772066176,Onsite,,,LinkedIn
Database Infrastructure Engineer,Selby Jennings,"New York, United States",Database Infrastructure Engineer,"Database Design, Database Integration, Database Automation, Linux, Windows, SQL Server, Postgres, Redis, MongoDB, Cassandra, Python, Java, C#, Networking protocols, Information security concepts, Operating system internals",https://www.linkedin.com/jobs/view/database-infrastructure-engineer-at-selby-jennings-3776959515,Onsite,,,LinkedIn
Senior Data Analyst,Caraway Home,"New York, United States",Senior Data Analyst,"Data analysis, SQL, Looker, Tableau, Shopify, FiveTran, Snowflake, dbt, BI tools, MySQL, PostgreSQL, Data modeling, Experimental design, Statistical modeling, Marketing analytics, ETL processes, Communication, Presentation, Business intelligence, Data visualization, Analytics, Dashboards, Reporting",https://www.linkedin.com/jobs/view/senior-data-analyst-at-caraway-home-3787922537,Remote,,,LinkedIn
Senior Software Engineer - Data Engineering,LiveRamp,"New York, United States",Senior Software Engineer - Data Engineering,"Data collaboration, Data infrastructure, Data modeling, Data science, Data pipelines, RESTful APIs, Python, SQLAlchemy, Presto, Spark SQL, Terraform, Docker, Kubernetes, Machine learning, Distributed computing, Distributed SQL, Trino, Redshift, BigQuery, ML Ops, SQL, Relational databases",https://www.linkedin.com/jobs/view/senior-software-engineer-data-engineering-at-liveramp-3711767956,Remote,,,LinkedIn
Data Test Engineer II (New York Only),Measures for Justice,"New York, United States",Data Test Engineer II (New York Only),"Java, JavaScript, SQL, Python, SPSS, R, ETL, Databases, Test suites, Test strategies, Test cases, Data analysis, Data pipelines, Quality assurance, Communication, Collaboration, Selfdirection, Prioritization",https://www.linkedin.com/jobs/view/data-test-engineer-ii-new-york-only-at-measures-for-justice-3771149628,Remote,,,LinkedIn
Senior Software Data Engineer,fierlo,"New York, United States",Senior Software Data Engineer,,https://www.linkedin.com/jobs/view/senior-software-data-engineer-at-fierlo-3784643186,Hybrid,,,LinkedIn
Azure Data Engineer,Pronix Inc,"New York, United States",Azure Data Engineer,,https://www.linkedin.com/jobs/view/azure-data-engineer-at-pronix-inc-3785835112,Hybrid,,,LinkedIn
Data Analyst,"LanceSoft, Inc.","New York, United States",Data Analyst,"Data Modeling, Data Warehousing, Data Mining, Data Entity Analysis, Logical Database Design, Relational Database Definition",https://www.linkedin.com/jobs/view/data-analyst-at-lancesoft-inc-3780038169,Hybrid,,,LinkedIn
Principal Data Engineer(NY/NJ),Medidata Solutions,"New York, United States",Principal Data Engineer(NY/NJ),"Data Engineering, ETL (Extract Transform Load), Data Reconciliation, Software Development, Infrastructure, Cloud, Data Management, Regulatory Knowledge, FDA, CDISC SDTM, GCP (Good Clinical Practices), Protocol, Healthcare Data Ingestion, Data Analytics, Machine Learning, Data Visualization, Data Privacy, Anonymization, Data Collection Modalities, Data Quality, Outliers, Process Optimization, Pattern Recognition, Data Insights, Validation, Artificial Intelligence",https://www.linkedin.com/jobs/view/principal-data-engineer-ny-nj-at-medidata-solutions-3689934753,Hybrid,,,LinkedIn
Senior Database Engineer- Hybrid NYC.,Averity,"New York, United States",Senior Database Engineer- Hybrid NYC.,,https://www.linkedin.com/jobs/view/senior-database-engineer-hybrid-nyc-at-averity-3785352648,Hybrid,,,LinkedIn
Junior Data BI Analyst,Team Remotely Inc,"Columbus, GA",Junior Data BI Analyst,,https://www.linkedin.com/jobs/view/junior-data-bi-analyst-at-team-remotely-inc-3787330803,Remote,,,LinkedIn
"Data Engineer 2 (Menlo Park, CA hybrid) #3328",GRAIL,"Menlo Park, CA","Data Engineer 2 (Menlo Park, CA hybrid) #3328","Data Engineering, Data Analytics, Data Pipelines, Data Warehousing, SQL, ETL/ELT, R, Python, Go, C++, Data Visualization, Data Analysis, Statistics, Data Dissemination, Data Preprocessing, Data Automation, Cloud Computing, Machine Learning, Artificial Intelligence, Business Intelligence",https://www.linkedin.com/jobs/view/data-engineer-2-menlo-park-ca-hybrid-%233328-at-grail-3787026236,Onsite,,,LinkedIn
Senior Data Analyst,Nutrien,Pueblo-Cañon City Area,Senior Data Analyst,"Data Analysis, Data Visualization, Reporting, SQL, DAX, PowerBI, Star Schemas, Dax Studio, CI/CD, Microsoft Power BI, Python, Uber H3 Hexagon Package, Github, Azure, SQL Server, SnowFlake, Data Cataloging, Data Documentation",https://www.linkedin.com/jobs/view/senior-data-analyst-at-nutrien-3785891264,Onsite,,,LinkedIn
Contract Data Analyst - Remote (UK based) - Outside IR35 – 6 Months,Realtime Recruitment,"County Antrim, Northern Ireland, United Kingdom",Contract Data Analyst - Remote (UK based) - Outside IR35 – 6 Months,"Data Analyst, SQL, Data Cleansing, Data Visualization, Reporting Tools, Communication, Presentation, SQL Architecture",https://uk.linkedin.com/jobs/view/contract-data-analyst-remote-uk-based-outside-ir35-%E2%80%93-6-months-at-realtime-recruitment-3766938259,Onsite,,,LinkedIn
Data Engineer II,Mintel,"Belfast, Northern Ireland, United Kingdom",Data Engineer II,"Data engineering, Data infrastructure, Data pipelines, DBT, Snowflake, Terraform, Fivetran, Python, AWS, Jupyter notebooks, AWS Sagemaker, Looker, SQL, Data modelling, Data quality, Cloud development, Git, CI/CD processes, Infrastructure as code",https://uk.linkedin.com/jobs/view/data-engineer-ii-at-mintel-3775954703,Hybrid,,,LinkedIn
Senior Software Engineer (Data Insights),Ocho,"Belfast, Northern Ireland, United Kingdom",Senior Software Engineer (Data Insights),,https://uk.linkedin.com/jobs/view/senior-software-engineer-data-insights-at-ocho-3780693744,Hybrid,,,LinkedIn
Data Scientist,Search 5.0,"Belfast, Northern Ireland, United Kingdom",Data Scientist,"Data Science, Python, AI, Machine Learning, Data Engineering, Data Solutions",https://uk.linkedin.com/jobs/view/data-scientist-at-search-5-0-3768098758,Hybrid,,,LinkedIn
Data Engineer,Ocho,"Belfast, Northern Ireland, United Kingdom",Data Engineer,"Python, Database Management, Data Architecture, AWS, Azure, ETL, Big Data, Hadoop, Spark, SQL, NoSQL, Data Modeling, Collaborative Environment, Communication, Problem Solving",https://uk.linkedin.com/jobs/view/data-engineer-at-ocho-3781189177,Onsite,,,LinkedIn
"Senior Software Engineer, Data Platform","DailyPay, Inc.","Belfast, Northern Ireland, United Kingdom","Senior Software Engineer, Data Platform","Go, Python, Apache Kafka, Infrastructureascode, Terraform, Cloud formation, Databases, API Layers, Load Balancers",https://uk.linkedin.com/jobs/view/senior-software-engineer-data-platform-at-dailypay-inc-3765035701,Onsite,,,LinkedIn
Senior Data Analyst,Ocorian,"Belfast, Northern Ireland, United Kingdom",Senior Data Analyst,"SQL, TSQL, SSAS, SSRS, Power BI, Power BI Desktop, Power BI Service, DAX, CTE, JSON, Data modeling, Dataflow, SQL Server Integration Services, SQL Server Analysis Services, SQL Server Reporting Services, Front office trust/fund systems, Accounting systems",https://uk.linkedin.com/jobs/view/senior-data-analyst-at-ocorian-3714696669,Remote,,,LinkedIn
Lead Data Engineer,PA Consulting,"Belfast, Northern Ireland, United Kingdom",Lead Data Engineer,"Java, Python, Scala, Spark, SQL, Data engineering, AWS, Data cleaning, Data wrangling, Data visualization, Data reporting, Data mining, Machine learning, Natural language processing, Agile, Scrum, ETL pipeline, Data warehouse, Data lake, EMR, Glue, RedShift, Kinesis, Lambda, DynamoDB",https://uk.linkedin.com/jobs/view/lead-data-engineer-at-pa-consulting-3737699213,Hybrid,,,LinkedIn
Business Data Analyst,Thrive IT Systems Ltd,"Belfast, Northern Ireland, United Kingdom",Business Data Analyst,"Balance Sheet, Reconciliation, Data Analysis, Financial Accounting, Controller, Chart of Accounts, Excel, Tableau, PowerBI, UAT, Defect Resolution, Stakeholder Collaboration, KPIs, CA, CPA, General Ledger, Data Analyst, Data Mapping, Data Transformation, SQL",https://uk.linkedin.com/jobs/view/business-data-analyst-at-thrive-it-systems-ltd-3787095339,Hybrid,,,LinkedIn
Database Reliability Engineer (Hybrid Working),Stone Tide,"Belfast, Northern Ireland, United Kingdom",Database Reliability Engineer (Hybrid Working),"Database Administration, Database Reliability Engineering, RDBMS, Performance Monitoring, Data Lake Administration, Prometheus, Grafana, Cloudwatch, PostgreSQL, Oracle SQL, Windows PowerShell, Linux/Unix Shell",https://uk.linkedin.com/jobs/view/database-reliability-engineer-hybrid-working-at-stone-tide-3772736505,Hybrid,,,LinkedIn
AI/ML Engineer-Data Scientist,Saransh Inc,"Los Angeles, CA",AI/ML Engineer-Data Scientist,"Artificial Intelligence, Machine Learning, Generative AI, Natural Language Processing, Python, Cloudnative Environment, AWS, AWS Neptune, Neo4J, Knowledge Graphs, Ontologies, Knowledge Graph Construction, Big Data Infrastructure, AWS Textract, AWS Comprehend Medical",https://www.linkedin.com/jobs/view/ai-ml-engineer-data-scientist-at-saransh-inc-3760316009,Onsite,,,LinkedIn
Big data SDET,Extend Information Systems Inc.,"Santa Monica, CA",Big data SDET,,https://www.linkedin.com/jobs/view/big-data-sdet-at-extend-information-systems-inc-3778739057,Onsite,,,LinkedIn
Senior Cloud Data Engineer,"Ursus, Inc.","Westlake Village, CA",Senior Cloud Data Engineer,"AWS Redshift, Python, SQL, Tableau, AWS technologies, Predictive analytics, Prescriptive analytics, Dynamo DB, Kibana, Real time, Batch, ETL/ELT processes, Apache Pinot, Docker, Spark, Kafka, Airflow, Kubernetes, OLTP, OLAP, Kinesis/Kafka, S3, Glue, Athena, Parquet, Avro, ORC, Microservices, SOA, RESTful APIs, Data integration architectures, Data warehousing, Netezza, MySQL, Microsoft SQL Server, Snowflake, Firebolt, pySpark, Power BI, SSIS, SSRS, MicroStrategy, EC2, Lambda, Beanstalk, ECS, CloudTrail, CloudWatch, Systems Manager, Jenkins",https://www.linkedin.com/jobs/view/senior-cloud-data-engineer-at-ursus-inc-3762446387,Onsite,,,LinkedIn
Lead Data Engineer,KORE1,"Westlake Village, CA",Lead Data Engineer,"AWS, Data Architecture, Cloud Computing, Data Engineering, Data Modeling, Data Pipeline, Data Warehousing, Machine Learning, ETL/ELT, Spark, Kafka, Airflow, Kubernetes, Redshift, Snowflake, Firebolt, Python, Java, SQL, NoSQL, Tableau, Domo, MicroStrategy, Jenkins, EC2, Lambda, Beanstalk, ECS, CloudTrail, CloudWatch, Systems Manager, Athena, EMR, Glue, Oracle, MySQL, Microsoft SQL Server",https://www.linkedin.com/jobs/view/lead-data-engineer-at-kore1-3624638200,Onsite,,,LinkedIn
"Sr. Site Reliability Engineer (Application Software, Data)",SpaceX,"Hawthorne, CA","Sr. Site Reliability Engineer (Application Software, Data)","Python, C#, Java, Scala, Go, Apache Kafka, Spark, Flink, SQL, Linux, HBase, Hive, Delta Lake, PostgreSQL, CockroachDB, Istio, Version control, CI/CD, DevOps, Data lakes, Distributed systems, Bare metal compute clusters, Networklayer issues",https://www.linkedin.com/jobs/view/sr-site-reliability-engineer-application-software-data-at-spacex-3641773386,Onsite,,,LinkedIn
Sr. Software Google Data Migration Eng,Eliassen Group,"Burbank, CA",Sr. Software Google Data Migration Eng,"Google Data Migration, Security, Permission models, Onpremises data gateways, Custom connectors, Scripting languages (M Power FX Powershell), Enterpriselevel Messaging and Collaboration technologies, Project management, Supplier management, Google Workspace/Gsuite, Box, Collaboration platforms, APIs, Microsoftbased toolsets",https://www.linkedin.com/jobs/view/sr-software-google-data-migration-eng-at-eliassen-group-3778894591,Onsite,,,LinkedIn
AWS Cloud Data Engineer,LHH,"Westlake Village, CA",AWS Cloud Data Engineer,"AWS, Cloud Data Engineer, Data Migration, Data Infrastructure, Data Security, Data Analytics, Machine Learning, Tableau, Dynamo DB, Kibana, Data Modeling, ETL/ELT, Spark, Kafka, Airflow, Kubernetes, AWS Certified Big Data  Specialty, Redshift Spectrum, Apache Pinot, OLTP, OLAP, Data Lakes, Kinesis, S3, Glue, Athena, Parquet, Avro, ORC, Streaming Service, EMS, MQ, Java, XSD, File Adapter, ESB, Microservices, SOA, RESTful APIs, Data Integration, Netezza",https://www.linkedin.com/jobs/view/aws-cloud-data-engineer-at-lhh-3784805847,Onsite,,,LinkedIn
"Data Analytics Engineer, Lead",Harbor Freight Tools,"Calabasas, CA","Data Analytics Engineer, Lead","Data Warehousing, Reporting, Business Intelligence, Data Modeling, ETL Architecture, Report Design, SQL, Data Analysis, Data Mining, Distributed Computing, Database Mapping, RDBMS, Data Structures, Data Analytics, Software Development, Tableau, Power BI, Qlik",https://www.linkedin.com/jobs/view/data-analytics-engineer-lead-at-harbor-freight-tools-3774995920,Onsite,,,LinkedIn
Data Analyst I,Tarzana Treatment Centers,"Los Angeles, CA",Data Analyst I,"Data Analysis, Research, SPSS, Statistical Software, Report Writing, Data Collection, Data Interpretation, Grant/Proposal Preparation, Quantitative Analysis, Qualitative Analysis, Behavioral Healthcare, Chemical Dependency",https://www.linkedin.com/jobs/view/data-analyst-i-at-tarzana-treatment-centers-3645045417,Onsite,,,LinkedIn
Data Scientist,Wellth,"Marina del Rey, CA",Data Scientist,"Data Analytics, Predictive Modeling, Data Visualization, Machine Learning, Healthcare Data, Patient Data, Claims Data, SQL, Python, Git, Jupyter, SageMaker, Scrum, Agile, Data Orchestration, Data Quality, Data Observability, HEDIS, STARS, Data Engineering, Data Science, Data Analysis, Data Visualization, Statistical Analysis, Healthcare, Data Standards, Autonomy, Communication, Presentation Skills, Teamwork, Proactivity, Independence, ProblemSolving, SolutionOrientation, Critical Thinking, Data Architecture, Data Systems, Software Development, Healthcare Outcomes, Behavioral Economics",https://www.linkedin.com/jobs/view/data-scientist-at-wellth-3772677686,Remote,,,LinkedIn
